epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,4140.01,0.32124,0.24727,0.79625,0.97454,0.97619,0.99194,0.82031,0.76242,0.33474,0.91606,0.00013625,0.00013625,0.00013625
182,4158.94,0.3251,0.24682,0.80297,0.9732,0.97702,0.99194,0.82014,0.76551,0.33872,0.91684,0.000130062,0.000130062,0.000130062
183,4177.28,0.33324,0.25623,0.80115,0.97939,0.97619,0.99194,0.81936,0.78025,0.34059,0.92291,0.000123875,0.000123875,0.000123875
184,4197.82,0.31941,0.24407,0.80084,0.98711,0.97619,0.9928,0.80667,0.77701,0.34636,0.92061,0.000117687,0.000117687,0.000117687
185,4218.98,0.32626,0.2502,0.80502,0.99508,0.98302,0.99308,0.81221,0.75476,0.33499,0.91325,0.0001115,0.0001115,0.0001115
186,4240.69,0.32157,0.24956,0.80215,0.99471,0.98316,0.9934,0.81662,0.74418,0.32957,0.90995,0.000105312,0.000105312,0.000105312
187,4261.07,0.31282,0.24658,0.79641,0.99145,0.97619,0.9928,0.80653,0.76236,0.33648,0.91702,9.9125e-05,9.9125e-05,9.9125e-05
188,4279.66,0.31228,0.25306,0.80354,0.99071,0.97619,0.99194,0.81448,0.7746,0.34181,0.92041,9.29375e-05,9.29375e-05,9.29375e-05
189,4298.52,0.31323,0.24685,0.8107,0.99137,0.97619,0.99194,0.82283,0.7506,0.33308,0.91275,8.675e-05,8.675e-05,8.675e-05
190,4318.41,0.33384,0.25827,0.79755,0.99177,0.97619,0.99145,0.81839,0.75882,0.3349,0.91381,8.05625e-05,8.05625e-05,8.05625e-05
191,4339.9,0.30045,0.23054,0.78128,0.98801,0.97619,0.99194,0.81555,0.76949,0.33788,0.91411,7.4375e-05,7.4375e-05,7.4375e-05
192,4360.54,0.28238,0.22182,0.77269,0.99215,0.96875,0.9919,0.80809,0.77296,0.33628,0.91583,6.81875e-05,6.81875e-05,6.81875e-05
193,4380.84,0.28003,0.22087,0.77669,0.99197,0.9671,0.99218,0.80806,0.76023,0.3306,0.91455,6.2e-05,6.2e-05,6.2e-05
194,4400.31,0.2773,0.2162,0.79129,0.99195,0.96692,0.99165,0.81352,0.75925,0.33142,0.91555,5.58125e-05,5.58125e-05,5.58125e-05
195,4419.85,0.28048,0.21616,0.79011,0.99148,0.96838,0.99077,0.80653,0.78162,0.34382,0.92248,4.9625e-05,4.9625e-05,4.9625e-05
196,4439.54,0.27844,0.21408,0.7884,0.99166,0.97329,0.9904,0.80569,0.78294,0.34215,0.92268,4.34375e-05,4.34375e-05,4.34375e-05
197,4459.46,0.27668,0.21388,0.78458,0.99087,0.98063,0.99053,0.80951,0.77126,0.33783,0.91887,3.725e-05,3.725e-05,3.725e-05
198,4477.73,0.25847,0.21402,0.77716,0.99261,0.97891,0.99083,0.81269,0.76547,0.33327,0.91654,3.10625e-05,3.10625e-05,3.10625e-05
199,4496.55,0.26113,0.20849,0.76902,0.99367,0.97826,0.991,0.81117,0.76118,0.33268,0.91511,2.4875e-05,2.4875e-05,2.4875e-05
200,4515.17,0.26765,0.21217,0.77424,0.9933,0.97839,0.99068,0.80664,0.76673,0.336,0.91678,1.86875e-05,1.86875e-05,1.86875e-05
